date,province,new_cases,new_deaths,new_recoveries,new_hospitalizations,total_cases,total_deaths,total_recoveries,total_hospitalizations
2020-03-06,Banten,1,0,1,0,1,1,0,0
2020-03-07,Banten,0,0,0,0,1,1,0,0
2020-03-08,Banten,1,0,3,-2,2,4,0,-2
2020-03-09,Banten,0,0,0,0,2,4,0,-2
2020-03-10,Banten,0,0,8,-8,2,12,0,-10
2020-03-11,Banten,0,0,8,-8,2,20,0,-18
2020-03-12,Banten,0,1,2,-3,2,22,1,-21
2020-03-13,Banten,1,1,0,0,3,22,2,-21
2020-03-14,Banten,1,0,2,-1,4,24,2,-22
2020-03-15,Banten,1,0,5,-4,5,29,2,-26
2020-03-16,Banten,1,0,4,-3,6,33,2,-29
2020-03-17,Banten,0,1,3,-4,6,36,3,-33
2020-03-18,Banten,0,1,1,-2,6,37,4,-35
2020-03-19,Banten,0,1,3,-4,6,40,5,-39
2020-03-20,Banten,0,3,3,-6,6,43,8,-45
2020-03-21,Banten,0,0,2,-2,6,45,8,-47
2020-03-22,Banten,0,2,0,-2,6,45,10,-49
2020-03-23,Banten,0,2,3,-5,6,48,12,-54
2020-03-24,Banten,0,1,3,-4,6,51,13,-58
2020-03-25,Banten,0,1,3,-4,6,54,14,-62
2020-03-26,Banten,0,0,4,-4,6,58,14,-66
2020-03-27,Banten,25,2,3,20,31,61,16,-46
2020-03-28,Banten,10,2,7,1,41,68,18,-45
2020-03-29,Banten,2,2,2,-2,43,70,20,-47
2020-03-30,Banten,22,0,3,19,65,73,20,-28
2020-03-31,Banten,14,2,1,11,79,74,22,-17
2020-04-01,Banten,12,1,6,5,91,80,23,-12
2020-04-02,Banten,6,2,1,3,97,81,25,-9
2020-04-03,Banten,4,0,4,0,101,85,25,-9
2020-04-04,Banten,3,2,2,-1,104,87,27,-10
2020-04-05,Banten,4,2,4,-2,108,91,29,-12
2020-04-06,Banten,11,2,8,1,119,99,31,-11
2020-04-07,Banten,6,0,4,2,125,103,31,-9
2020-04-08,Banten,19,0,6,13,144,109,31,4
2020-04-09,Banten,4,3,10,-9,148,119,34,-5
2020-04-10,Banten,21,1,4,16,169,123,35,11
2020-04-11,Banten,31,2,19,10,200,142,37,21
2020-04-12,Banten,2,1,7,-6,202,149,38,15
2020-04-13,Banten,4,2,9,-7,206,158,40,8
2020-04-14,Banten,6,2,3,1,212,161,42,9
2020-04-15,Banten,1,1,8,-8,213,169,43,1
2020-04-16,Banten,15,0,4,11,228,173,43,12
2020-04-17,Banten,9,1,8,0,237,181,44,12
2020-04-18,Banten,12,1,4,7,249,185,45,19
2020-04-19,Banten,3,0,4,-1,252,189,45,18
2020-04-20,Banten,30,0,8,22,282,197,45,40
2020-04-21,Banten,0,4,6,-10,282,203,49,30
2020-04-22,Banten,3,0,7,-4,285,210,49,26
2020-04-23,Banten,3,0,1,2,288,211,49,28
2020-04-24,Banten,23,0,2,21,311,213,49,49
2020-04-25,Banten,11,2,2,7,322,215,51,56
2020-04-26,Banten,0,4,1,-5,322,216,55,51
2020-04-27,Banten,12,1,5,6,334,221,56,57
2020-04-28,Banten,6,0,3,3,340,224,56,60
2020-04-29,Banten,0,0,11,-11,340,235,56,49
2020-04-30,Banten,16,0,9,7,356,244,56,56
2020-05-01,Banten,15,0,3,12,371,247,56,68
2020-05-02,Banten,9,1,9,-1,380,256,57,67
2020-05-03,Banten,5,0,1,4,385,257,57,71
2020-05-04,Banten,14,0,9,5,399,266,57,76
2020-05-05,Banten,12,2,19,-9,411,285,59,67
2020-05-06,Banten,29,0,4,25,440,289,59,92
2020-05-07,Banten,0,0,3,-3,440,292,59,89
2020-05-08,Banten,20,1,7,12,460,299,60,101
2020-05-09,Banten,22,1,5,16,482,304,61,117
2020-05-10,Banten,10,0,7,3,492,311,61,120
2020-05-11,Banten,8,0,5,3,500,316,61,123
2020-05-12,Banten,18,0,5,13,518,321,61,136
2020-05-13,Banten,20,0,6,14,538,327,61,150
2020-05-14,Banten,14,2,16,-4,552,343,63,146
2020-05-15,Banten,28,0,18,10,580,361,63,156
2020-05-16,Banten,0,0,9,-9,580,370,63,147
2020-05-17,Banten,24,0,9,15,604,379,63,162
2020-05-18,Banten,31,0,18,13,635,397,63,175
2020-05-19,Banten,21,0,15,6,656,412,63,181
2020-05-20,Banten,1,0,30,-29,657,442,63,152
2020-05-21,Banten,53,1,8,44,710,450,64,196
2020-05-22,Banten,15,1,7,7,725,457,65,203
2020-05-23,Banten,0,0,6,-6,725,463,65,197
2020-05-24,Banten,21,0,4,17,746,467,65,214
2020-05-25,Banten,0,0,6,-6,746,473,65,208
2020-05-26,Banten,18,0,10,8,764,483,65,216
2020-05-27,Banten,11,0,10,1,775,493,65,217
2020-05-28,Banten,14,3,19,-8,789,512,68,209
2020-05-29,Banten,13,0,12,1,802,524,68,210
2020-05-30,Banten,14,0,25,-11,816,549,68,199
2020-05-31,Banten,3,0,0,3,819,549,68,202
2020-06-01,Banten,7,1,11,-5,826,560,69,197
2020-06-02,Banten,14,0,21,-7,840,581,69,190
2020-06-03,Banten,71,0,25,46,911,606,69,236
2020-06-04,Banten,10,0,11,-1,921,617,69,235
2020-06-05,Banten,24,1,25,-2,945,642,70,233
2020-06-06,Banten,36,1,6,29,981,648,71,262
2020-06-07,Banten,10,1,2,7,991,650,72,269
2020-06-08,Banten,11,1,5,5,1002,655,73,274
2020-06-09,Banten,16,1,8,7,1018,663,74,281
2020-06-10,Banten,33,0,46,-13,1051,709,74,268
2020-06-11,Banten,25,0,25,0,1076,734,74,268
2020-06-12,Banten,35,0,12,23,1111,746,74,291
2020-06-13,Banten,74,1,2,71,1185,748,75,362
2020-06-14,Banten,9,0,8,1,1194,756,75,363
2020-06-15,Banten,4,0,25,-21,1198,781,75,342
2020-06-16,Banten,37,0,9,28,1235,790,75,370
2020-06-17,Banten,31,0,25,6,1266,815,75,376
2020-06-18,Banten,17,0,16,1,1283,831,75,377
2020-06-19,Banten,5,0,24,-19,1288,855,75,358
2020-06-20,Banten,16,0,14,2,1304,869,75,360
2020-06-21,Banten,9,0,6,3,1313,875,75,363
2020-06-22,Banten,8,1,21,-14,1321,896,76,349
2020-06-23,Banten,11,0,15,-4,1332,911,76,345
2020-06-24,Banten,20,1,36,-17,1352,947,77,328
2020-06-25,Banten,17,0,6,11,1369,953,77,339
2020-06-26,Banten,13,0,6,7,1382,959,77,346
2020-06-27,Banten,20,0,3,17,1402,962,77,363
2020-06-28,Banten,4,1,12,-9,1406,974,78,354
2020-06-29,Banten,3,0,6,-3,1409,980,78,351
2020-06-30,Banten,11,0,7,4,1420,987,78,355
2020-07-01,Banten,11,0,12,-1,1431,999,78,354
2020-07-02,Banten,10,0,10,0,1441,1009,78,354
2020-07-03,Banten,21,0,21,0,1462,1030,78,354
2020-07-04,Banten,14,1,12,1,1476,1042,79,355
2020-07-05,Banten,7,1,6,0,1483,1048,80,355
2020-07-06,Banten,12,1,5,6,1495,1053,81,361
2020-07-07,Banten,6,0,10,-4,1501,1063,81,357
2020-07-08,Banten,16,0,15,1,1517,1078,81,358
2020-07-09,Banten,13,1,24,-12,1530,1102,82,346
2020-07-10,Banten,11,0,27,-16,1541,1129,82,330
2020-07-11,Banten,7,1,16,-10,1548,1145,83,320
2020-07-12,Banten,13,0,9,4,1561,1154,83,324
2020-07-13,Banten,11,3,4,4,1572,1158,86,328
2020-07-14,Banten,9,0,7,2,1581,1165,86,330
2020-07-15,Banten,4,0,7,-3,1585,1172,86,327
2020-07-16,Banten,17,0,13,4,1602,1185,86,331
2020-07-17,Banten,11,0,5,6,1613,1190,86,337
2020-07-18,Banten,8,1,11,-4,1621,1201,87,333
2020-07-19,Banten,17,3,4,10,1638,1205,90,343
2020-07-20,Banten,8,0,23,-15,1646,1228,90,328
2020-07-21,Banten,8,0,21,-13,1654,1249,90,315
2020-07-22,Banten,3,0,15,-12,1657,1264,90,303
2020-07-23,Banten,10,1,4,5,1667,1268,91,308
2020-07-24,Banten,12,0,10,2,1679,1278,91,310
2020-07-25,Banten,5,1,12,-8,1684,1290,92,302
2020-07-26,Banten,14,0,3,11,1698,1293,92,313
2020-07-27,Banten,10,0,23,-13,1708,1316,92,300
2020-07-28,Banten,9,1,15,-7,1717,1331,93,293
2020-07-29,Banten,15,1,28,-14,1732,1359,94,279
2020-07-30,Banten,29,3,17,9,1761,1376,97,288
2020-07-31,Banten,34,1,11,22,1795,1387,98,310
2020-08-01,Banten,23,0,39,-16,1818,1426,98,294
2020-08-02,Banten,12,1,10,1,1830,1436,99,295
2020-08-03,Banten,21,0,15,6,1851,1451,99,301
2020-08-04,Banten,33,0,14,19,1884,1465,99,320
2020-08-05,Banten,23,0,13,10,1907,1478,99,330
2020-08-06,Banten,32,2,13,17,1939,1491,101,347
2020-08-07,Banten,34,0,15,19,1973,1506,101,366
2020-08-08,Banten,22,0,23,-1,1995,1529,101,365
2020-08-09,Banten,24,0,9,15,2019,1538,101,380
2020-08-10,Banten,23,1,37,-15,2042,1575,102,365
2020-08-11,Banten,19,2,18,-1,2061,1593,104,364
2020-08-12,Banten,48,1,16,31,2109,1609,105,395
2020-08-13,Banten,37,2,16,19,2146,1625,107,414
2020-08-14,Banten,21,2,9,10,2167,1634,109,424
2020-08-15,Banten,33,1,35,-3,2200,1669,110,421
2020-08-16,Banten,43,1,18,24,2243,1687,111,445
2020-08-17,Banten,17,0,6,11,2260,1693,111,456
2020-08-18,Banten,64,0,29,35,2324,1722,111,491
2020-08-19,Banten,47,1,13,33,2371,1735,112,524
2020-08-20,Banten,23,2,35,-14,2394,1770,114,510
2020-08-21,Banten,36,1,42,-7,2430,1812,115,503
2020-08-22,Banten,42,2,21,19,2472,1833,117,522
2020-08-23,Banten,32,2,46,-16,2504,1879,119,506
2020-08-24,Banten,60,3,27,30,2564,1906,122,536
2020-08-25,Banten,33,0,52,-19,2597,1958,122,517
2020-08-26,Banten,29,0,28,1,2626,1986,122,518
2020-08-27,Banten,59,1,124,-66,2685,2110,123,452
2020-08-28,Banten,42,3,73,-34,2727,2183,126,418
2020-08-29,Banten,61,2,20,39,2788,2203,128,457
2020-08-30,Banten,45,0,20,25,2833,2223,128,482
2020-08-31,Banten,31,2,44,-15,2864,2267,130,467
2020-09-01,Banten,29,1,57,-29,2893,2324,131,438
2020-09-02,Banten,70,0,30,40,2963,2354,131,478
2020-09-03,Banten,33,3,100,-70,2996,2454,134,408
2020-09-04,Banten,23,0,49,-26,3019,2503,134,382
2020-09-05,Banten,49,1,39,9,3068,2542,135,391
2020-09-06,Banten,85,2,51,32,3153,2593,137,423
2020-09-07,Banten,75,1,51,23,3228,2644,138,446
2020-09-08,Banten,57,2,48,7,3285,2692,140,453
2020-09-09,Banten,37,5,53,-21,3322,2745,145,432
2020-09-10,Banten,42,5,66,-29,3364,2811,150,403
2020-09-11,Banten,48,4,84,-40,3412,2895,154,363
2020-09-12,Banten,23,3,43,-23,3435,2938,157,340
2020-09-13,Banten,50,0,25,25,3485,2963,157,365
2020-09-14,Banten,57,1,69,-13,3542,3032,158,352
2020-09-15,Banten,63,2,46,15,3605,3078,160,367
2020-09-16,Banten,138,2,72,64,3743,3150,162,431
2020-09-17,Banten,121,3,39,79,3864,3189,165,510
2020-09-18,Banten,141,0,66,75,4005,3255,165,585
2020-09-19,Banten,128,0,76,52,4133,3331,165,637
2020-09-20,Banten,179,0,146,33,4312,3477,165,670
2020-09-21,Banten,122,2,268,-148,4434,3745,167,522
2020-09-22,Banten,131,4,64,63,4565,3809,171,585
2020-09-23,Banten,217,2,149,66,4782,3958,173,651
2020-09-24,Banten,130,4,53,73,4912,4011,177,724
2020-09-25,Banten,109,2,177,-70,5021,4188,179,654
2020-09-26,Banten,135,0,198,-63,5156,4386,179,591
2020-09-27,Banten,106,1,73,32,5262,4459,180,623
2020-09-28,Banten,129,2,125,2,5391,4584,182,625
2020-09-29,Banten,85,8,259,-182,5476,4843,190,443
2020-09-30,Banten,144,1,125,18,5620,4968,191,461
2020-10-01,Banten,102,5,129,-32,5722,5097,196,429
2020-10-02,Banten,82,0,190,-108,5804,5287,196,321
2020-10-03,Banten,134,5,107,22,5938,5394,201,343
2020-10-04,Banten,168,2,102,64,6106,5496,203,407
2020-10-05,Banten,137,2,165,-30,6243,5661,205,377
2020-10-06,Banten,98,3,134,-39,6341,5795,208,338
2020-10-07,Banten,81,3,63,15,6422,5858,211,353
2020-10-08,Banten,122,1,108,13,6544,5966,212,366
2020-10-09,Banten,141,1,101,39,6685,6067,213,405
2020-10-10,Banten,170,4,110,56,6855,6177,217,461
2020-10-11,Banten,106,1,81,24,6961,6258,218,485
2020-10-12,Banten,81,4,134,-57,7042,6392,222,428
2020-10-13,Banten,79,3,80,-4,7121,6472,225,424
2020-10-14,Banten,94,2,72,20,7215,6544,227,444
2020-10-15,Banten,111,3,99,9,7326,6643,230,453
2020-10-16,Banten,114,2,75,37,7440,6718,232,490
2020-10-17,Banten,127,2,60,65,7567,6778,234,555
2020-10-18,Banten,130,3,62,65,7697,6840,237,620
2020-10-19,Banten,122,4,118,0,7819,6958,241,620
2020-10-20,Banten,89,1,166,-78,7908,7124,242,542
2020-10-21,Banten,171,5,54,112,8079,7178,247,654
2020-10-22,Banten,220,2,124,94,8299,7302,249,748
2020-10-23,Banten,145,3,74,68,8444,7376,252,816
2020-10-24,Banten,102,3,123,-24,8546,7499,255,792
2020-10-25,Banten,226,4,126,96,8772,7625,259,888
2020-10-26,Banten,120,0,86,34,8892,7711,259,922
2020-10-27,Banten,124,5,94,25,9016,7805,264,947
2020-10-28,Banten,170,4,100,66,9186,7905,268,1013
2020-10-29,Banten,91,4,146,-59,9277,8051,272,954
2020-10-30,Banten,107,3,114,-10,9384,8165,275,944
2020-10-31,Banten,85,1,76,8,9469,8241,276,952
2020-11-01,Banten,90,2,59,29,9559,8300,278,981
2020-11-02,Banten,74,1,69,4,9633,8369,279,985
2020-11-03,Banten,71,3,109,-41,9704,8478,282,944
2020-11-04,Banten,90,2,66,22,9794,8544,284,966
2020-11-05,Banten,51,0,80,-29,9845,8624,284,937
2020-11-06,Banten,105,2,84,19,9950,8708,286,956
2020-11-07,Banten,125,8,80,37,10075,8788,294,993
2020-11-08,Banten,58,2,37,19,10133,8825,296,1012
2020-11-09,Banten,121,1,78,42,10254,8903,297,1054
2020-11-10,Banten,55,2,83,-30,10309,8986,299,1024
2020-11-11,Banten,124,3,55,66,10433,9041,302,1090
2020-11-12,Banten,100,3,75,22,10533,9116,305,1112
2020-11-13,Banten,111,1,41,69,10644,9157,306,1181
2020-11-14,Banten,167,3,67,97,10811,9224,309,1278
2020-11-15,Banten,159,3,71,85,10970,9295,312,1363
2020-11-16,Banten,0,3,92,-95,10970,9387,315,1268
2020-11-17,Banten,0,6,104,-110,10970,9491,321,1158
2020-11-18,Banten,54,4,106,-56,11024,9597,325,1102
2020-11-19,Banten,159,4,148,7,11183,9745,329,1109
2020-11-20,Banten,128,2,100,26,11311,9845,331,1135
2020-11-21,Banten,182,10,130,42,11493,9975,341,1177
2020-11-22,Banten,122,1,85,36,11615,10060,342,1213
2020-11-23,Banten,171,2,124,45,11786,10184,344,1258
2020-11-24,Banten,144,5,110,29,11930,10294,349,1287
2020-11-25,Banten,128,5,104,19,12058,10398,354,1306
2020-11-26,Banten,145,4,107,34,12203,10505,358,1340
2020-11-27,Banten,191,6,113,72,12394,10618,364,1412
2020-11-28,Banten,234,2,89,143,12628,10707,366,1555
2020-11-29,Banten,151,5,145,1,12779,10852,371,1556
2020-11-30,Banten,262,4,122,136,13041,10974,375,1692
2020-12-01,Banten,154,2,120,32,13195,11094,377,1724
2020-12-02,Banten,121,4,109,8,13316,11203,381,1732
2020-12-03,Banten,131,3,125,3,13447,11328,384,1735
2020-12-04,Banten,131,5,91,35,13578,11419,389,1770
2020-12-05,Banten,143,6,140,-3,13721,11559,395,1767
2020-12-06,Banten,134,3,158,-27,13855,11717,398,1740
2020-12-07,Banten,133,7,169,-43,13988,11886,405,1697
2020-12-08,Banten,98,5,154,-61,14086,12040,410,1636
2020-12-09,Banten,166,4,159,3,14252,12199,414,1639
2020-12-10,Banten,169,5,177,-13,14421,12376,419,1626
2020-12-11,Banten,192,5,142,45,14613,12518,424,1671
2020-12-12,Banten,204,4,168,32,14817,12686,428,1703
2020-12-13,Banten,136,3,109,24,14953,12795,431,1727
2020-12-14,Banten,138,4,146,-12,15091,12941,435,1715
2020-12-15,Banten,166,6,151,9,15257,13092,441,1724
2020-12-16,Banten,176,5,131,40,15433,13223,446,1764
2020-12-17,Banten,181,4,142,35,15614,13365,450,1799
2020-12-18,Banten,156,8,123,25,15770,13488,458,1824
2020-12-19,Banten,181,7,171,3,15951,13659,465,1827
2020-12-20,Banten,194,3,164,27,16145,13823,468,1854
2020-12-21,Banten,190,4,148,38,16335,13971,472,1892
2020-12-22,Banten,239,5,145,89,16574,14116,477,1981
2020-12-23,Banten,186,6,133,47,16760,14249,483,2028
2020-12-24,Banten,154,4,150,0,16914,14399,487,2028
2020-12-25,Banten,166,5,213,-52,17080,14612,492,1976
2020-12-26,Banten,241,6,165,70,17321,14777,498,2046
2020-12-27,Banten,150,4,155,-9,17471,14932,502,2037
2020-12-28,Banten,120,3,203,-86,17591,15135,505,1951
2020-12-29,Banten,121,7,123,-9,17712,15258,512,1942
2020-12-30,Banten,172,6,154,12,17884,15412,518,1954
2020-12-31,Banten,270,2,169,99,18154,15581,520,2053
2021-01-01,Banten,287,12,188,87,18441,15769,532,2140
2021-01-02,Banten,246,9,342,-105,18687,16111,541,2035
2021-01-03,Banten,136,2,127,7,18823,16238,543,2042
2021-01-04,Banten,158,4,251,-97,18981,16489,547,1945
2021-01-05,Banten,164,8,203,-47,19145,16692,555,1898
2021-01-06,Banten,189,5,131,53,19334,16823,560,1951
2021-01-07,Banten,364,7,211,146,19698,17034,567,2097
2021-01-08,Banten,253,6,213,34,19951,17247,573,2131
2021-01-09,Banten,275,7,166,102,20226,17413,580,2233
2021-01-10,Banten,272,7,209,56,20498,17622,587,2289
2021-01-11,Banten,177,5,196,-24,20675,17818,592,2265
2021-01-12,Banten,174,19,605,-450,20849,18423,611,1815
2021-01-13,Banten,185,7,250,-72,21034,18673,618,1743
2021-01-14,Banten,240,6,211,23,21274,18884,624,1766
2021-01-15,Banten,282,10,275,-3,21556,19159,634,1763
2021-01-16,Banten,257,5,176,76,21813,19335,639,1839
2021-01-17,Banten,283,7,224,52,22096,19559,646,1891
2021-01-18,Banten,245,3,422,-180,22341,19981,649,1711
2021-01-19,Banten,183,0,277,-94,22524,20258,649,1617
2021-01-20,Banten,286,8,229,49,22810,20487,657,1666
2021-01-21,Banten,237,3,165,69,23047,20652,660,1735
2021-01-22,Banten,321,3,234,84,23368,20886,663,1819
2021-01-23,Banten,357,10,206,141,23725,21092,673,1960
2021-01-24,Banten,410,3,175,232,24135,21267,676,2192
2021-01-25,Banten,289,4,165,120,24424,21432,680,2312
2021-01-26,Banten,525,7,309,209,24949,21741,687,2521
2021-01-27,Banten,302,6,146,150,25251,21887,693,2671
2021-01-28,Banten,44,8,618,-582,25295,22505,701,2089
2021-01-29,Banten,326,3,269,54,25621,22774,704,2143
2021-01-30,Banten,300,3,136,161,25921,22910,707,2304
2021-01-31,Banten,273,4,210,59,26194,23120,711,2363
2021-02-01,Banten,34,5,158,-129,26228,23278,716,2234
2021-02-02,Banten,37,18,542,-523,26265,23820,734,1711
2021-02-03,Banten,129,4,290,-165,26394,24110,738,1546
2021-02-04,Banten,26,5,196,-175,26420,24306,743,1371
2021-02-05,Banten,67,7,160,-100,26487,24466,750,1271
2021-02-06,Banten,47,5,245,-203,26534,24711,755,1068
2021-02-07,Banten,91,4,172,-85,26625,24883,759,983
2021-02-08,Banten,42,13,612,-583,26667,25495,772,400
2021-02-09,Banten,65,2,280,-217,26732,25775,774,183
2021-02-10,Banten,31,4,195,-168,26763,25970,778,15
2021-02-11,Banten,40,4,190,-154,26803,26160,782,-139
2021-02-12,Banten,147,1,134,12,26950,26294,783,-127
2021-02-13,Banten,114,9,382,-277,27064,26676,792,-404
2021-02-14,Banten,74,7,179,-112,27138,26855,799,-516
2021-02-15,Banten,179,5,258,-84,27317,27113,804,-600
2021-02-16,Banten,351,11,245,95,27668,27358,815,-505
2021-02-17,Banten,335,4,223,108,28003,27581,819,-397
2021-02-18,Banten,86,9,325,-248,28089,27906,828,-645
2021-02-19,Banten,73,2,334,-263,28162,28240,830,-908
2021-02-20,Banten,73,7,129,-63,28235,28369,837,-971
2021-02-21,Banten,249,6,107,136,28484,28476,843,-835
2021-02-22,Banten,114,3,246,-135,28598,28722,846,-970
2021-02-23,Banten,251,6,317,-72,28849,29039,852,-1042
2021-02-24,Banten,41,7,185,-151,28890,29224,859,-1193
2021-02-25,Banten,263,4,214,45,29153,29438,863,-1148
2021-02-26,Banten,236,3,281,-48,29389,29719,866,-1196
2021-02-27,Banten,37,7,178,-148,29426,29897,873,-1344
2021-02-28,Banten,46,4,220,-178,29472,30117,877,-1522
2021-03-01,Banten,21,3,194,-176,29493,30311,880,-1698
2021-03-02,Banten,97,2,193,-98,29590,30504,882,-1796
2021-03-03,Banten,73,5,245,-177,29663,30749,887,-1973
2021-03-04,Banten,11,5,260,-254,29674,31009,892,-2227
2021-03-05,Banten,515,7,184,324,30189,31193,899,-1903
2021-03-06,Banten,13,2,97,-86,30202,31290,901,-1989
2021-03-07,Banten,12,3,156,-147,30214,31446,904,-2136
2021-03-08,Banten,591,4,185,402,30805,31631,908,-1734
2021-03-09,Banten,100,3,256,-159,30905,31887,911,-1893
2021-03-10,Banten,138,1,159,-22,31043,32046,912,-1915
2021-03-11,Banten,49,1,184,-136,31092,32230,913,-2051
2021-03-12,Banten,484,6,83,395,31576,32313,919,-1656
2021-03-13,Banten,248,0,85,163,31824,32398,919,-1493
2021-03-14,Banten,315,2,67,246,32139,32465,921,-1247
2021-03-15,Banten,290,2,125,163,32429,32590,923,-1084
2021-03-16,Banten,247,2,132,113,32676,32722,925,-971
2021-03-17,Banten,861,3,249,609,33537,32971,928,-362
2021-03-18,Banten,293,4,80,209,33830,33051,932,-153
2021-03-19,Banten,325,5,80,240,34155,33131,937,87
2021-03-20,Banten,233,2,64,167,34388,33195,939,254
2021-03-21,Banten,211,0,47,164,34599,33242,939,418
2021-03-22,Banten,440,0,46,394,35039,33288,939,812
2021-03-23,Banten,298,2,76,220,35337,33364,941,1032
2021-03-24,Banten,259,1,165,93,35596,33529,942,1125
2021-03-25,Banten,91,0,47,44,35687,33576,942,1169
2021-03-26,Banten,176,2,51,123,35863,33627,944,1292
2021-03-27,Banten,220,0,71,149,36083,33698,944,1441
2021-03-28,Banten,79,0,29,50,36162,33727,944,1491
2021-03-29,Banten,328,1,90,237,36490,33817,945,1728
2021-03-30,Banten,319,1,90,228,36809,33907,946,1956
2021-03-31,Banten,950,5,701,244,37759,34608,951,2200
2021-04-01,Banten,905,12,751,142,38664,35359,963,2342
2021-04-02,Banten,850,8,364,478,39514,35723,971,2820
2021-04-03,Banten,910,11,154,745,40424,35877,982,3565
2021-04-04,Banten,3501,177,5599,-2275,43925,41476,1159,1290
2021-04-05,Banten,259,0,88,171,44184,41564,1159,1461
2021-04-06,Banten,187,0,11,176,44371,41575,1159,1637
2021-04-07,Banten,163,1,128,34,44534,41703,1160,1671
2021-04-08,Banten,121,1,38,82,44655,41741,1161,1753
2021-04-09,Banten,143,4,61,78,44798,41802,1165,1831
2021-04-10,Banten,99,2,25,72,44897,41827,1167,1903
2021-04-11,Banten,105,1,65,39,45002,41892,1168,1942
2021-04-12,Banten,331,2,205,124,45333,42097,1170,2066
2021-04-13,Banten,183,1,152,30,45516,42249,1171,2096
2021-04-14,Banten,86,1,102,-17,45602,42351,1172,2079
2021-04-15,Banten,81,1,95,-15,45683,42446,1173,2064
2021-04-16,Banten,152,3,54,95,45835,42500,1176,2159
2021-04-17,Banten,102,9,77,16,45937,42577,1185,2175
2021-04-18,Banten,50,0,249,-199,45987,42826,1185,1976
2021-04-19,Banten,75,1,36,38,46062,42862,1186,2014
2021-04-20,Banten,109,1,39,69,46171,42901,1187,2083
2021-04-21,Banten,70,2,167,-99,46241,43068,1189,1984
2021-04-22,Banten,102,1,93,8,46343,43161,1190,1992
2021-04-23,Banten,173,2,98,73,46516,43259,1192,2065
2021-04-24,Banten,58,0,122,-64,46574,43381,1192,2001
2021-04-25,Banten,80,2,136,-58,46654,43517,1194,1943
2021-04-26,Banten,220,1,170,49,46874,43687,1195,1992
2021-04-27,Banten,227,0,197,30,47101,43884,1195,2022
2021-04-28,Banten,60,0,54,6,47161,43938,1195,2028
2021-04-29,Banten,110,0,130,-20,47271,44068,1195,2008
2021-04-30,Banten,72,10,32,30,47343,44100,1205,2038
2021-05-01,Banten,53,0,28,25,47396,44128,1205,2063
2021-05-02,Banten,55,2,68,-15,47451,44196,1207,2048
2021-05-03,Banten,126,0,44,82,47577,44240,1207,2130
2021-05-04,Banten,112,4,163,-55,47689,44403,1211,2075
2021-05-05,Banten,73,3,193,-123,47762,44596,1214,1952
2021-05-06,Banten,65,1,37,27,47827,44633,1215,1979
2021-05-07,Banten,68,0,50,18,47895,44683,1215,1997
